id,first_name,last_name,email,gender,part_time_job,weekly_self_study_hours,career_aspiration,interest_areas,skills,education_level,experience,career_goals
403,Cory,Harris,cory.harris.403@gslingacademy.com,male,False,28,Data Scientist,Data Science_Machine Learning_Artificial Intelligence,Software Testing Tools_QA Frameworks,Associate's Degree,2 years,QA Automation Engineer
404,Douglas,Irwin,douglas.irwin.404@gslingacademy.com,male,False,30,Cybersecurity Specialist,Cybersecurity_Cloud Computing,Business Systems Analysis_Product Management Tools,Bachelor's Degree,0 years,Business Analyst
405,Deborah,Miller,deborah.miller.405@gslingacademy.com,female,False,17,Database Designer,Database Management_Software Development,UX/UI Design Tools_Prototyping Tools,Master's Degree,4 years,UX/UI Lead
406,Autumn,Hernandez,autumn.hernandez.406@gslingacademy.com,female,False,25,Robotics Engineer,Robotics_Automation_IoT,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,6 years,Technical Writer
407,Paul,Serrano,paul.serrano.407@gslingacademy.com,male,False,18,Software Tester,Software Testing_QA,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,3 years,Mobile App Developer
408,Matthew,Griffin,matthew.griffin.408@gslingacademy.com,male,True,23,Business Systems Analyst,Business Systems Analysis_Product Management,Business Systems Analysis_Product Management Tools,Doctor of Law,4 years,Product Manager
409,Evan,Holmes,evan.holmes.409@gslingacademy.com,male,False,23,UX Designer,User Experience Design_User Interface Design,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Doctor of Medicine,7 years,Data Scientist (Healthcare)
410,Cynthia,Baker,cynthia.baker.410@gslingacademy.com,female,False,21,Software Architect,Technical Writing_Software Architecture,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,8 years,UI/UX Designer
411,Sandra,Melendez,sandra.melendez.411@gslingacademy.com,female,False,27,iOS Developer,Mobile App Development_Game Development,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,8 years,Software Engineer (Backend)
412,Claudia,Munoz,claudia.munoz.412@gslingacademy.com,female,False,14,Product Manager,Business Systems Analysis_Product Management,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,9 years,Game Developer
413,Christopher,Nguyen,christopher.nguyen.413@gslingacademy.com,male,False,37,Machine Learning Engineer,Data Science_Machine Learning_Artificial Intelligence,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,3 years,Front-End Developer
414,David,Jennings,david.jennings.414@gslingacademy.com,male,False,29,UI Designer,User Experience Design_User Interface Design,Robotics Automation_IoT Platforms,Bachelor's Degree,3 years,Automation Engineer
415,Joel,Morris,joel.morris.415@gslingacademy.com,male,True,4,Database Developer,Database Management_Software Development,Cybersecurity Tools_Cloud Platforms,Master's Degree,4 years,Cloud Security Architect
416,Rhonda,Bradley,rhonda.bradley.416@gslingacademy.com,female,False,16,Game Developer,Mobile App Development_Game Development,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,2 years,Software Development Engineer in Test (SDET)
417,Melissa,Brown,melissa.brown.417@gslingacademy.com,female,False,30,Backend Developer,Web Development_UI/UX Design,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,1 years,Full Stack Developer
418,Matthew,Kramer,matthew.kramer.418@gslingacademy.com,male,True,1,Automation Engineer,Robotics_Automation_IoT,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Bachelor's Degree,1 years,Data Analyst
419,Austin,Bass,austin.bass.419@gslingacademy.com,male,False,24,Cybersecurity Engineer,Cybersecurity_Cloud Computing,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,2 years,Mobile Game Developer
420,Jennifer,West,jennifer.west.420@gslingacademy.com,female,False,35,Technical Writer,Technical Writing_Software Architecture,Software Testing Tools_QA Frameworks,Bachelor's Degree,3 years,Software Tester
421,Patricia,Mccormick,patricia.mccormick.421@gslingacademy.com,female,False,14,Data Engineer,Database Management_Software Development,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,5 years,Web Developer
422,Sandra,Jacobs,sandra.jacobs.422@gslingacademy.com,female,False,3,Artificial Intelligence Engineer,Data Science_Machine Learning_Artificial Intelligence,Business Systems Analysis_Product Management Tools,Bachelor's Degree,8 years,Business Systems Analyst
423,Jasmine,Clark,jasmine.clark.423@gslingacademy.com,female,False,15,Mobile App Tester,Mobile App Development_Game Development,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,6 years,Interaction Designer
424,Jeffrey,Young,jeffrey.young.424@gslingacademy.com,male,False,23,Automation Tester,Software Testing_QA,Cybersecurity Tools_Cloud Platforms,Master's Degree,6 years,Penetration Tester
425,Jason,Hernandez,jason.hernandez.425@gslingacademy.com,male,False,19,FullStack Developer,Web Development_UI/UX Design,Technical Writing Tools_Software Documentation Tools,Master's Degree,5 years,Software Architect
426,Christopher,Hamilton,christopher.hamilton.426@gslingacademy.com,male,False,33,Business Systems Analyst,Business Systems Analysis_Product Management,Robotics Automation_IoT Platforms,Bachelor's Degree,4 years,AI Engineer
427,Monique,Peterson,monique.peterson.427@gslingacademy.com,female,False,14,UI Designer,User Experience Design_User Interface Design,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,2 years,Front-End Developer (React)
428,Jill,Sexton,jill.sexton.428@gslingacademy.com,female,False,0,Information Security Specialist,Cybersecurity_Cloud Computing,Software Testing Tools_QA Frameworks,Master's Degree,3 years,QA Lead
429,Jennifer,Kemp,jennifer.kemp.429@gslingacademy.com,female,False,34,Software Architect,Technical Writing_Software Architecture,Business Systems Analysis_Product Management Tools,Master's Degree,7 years,Business Systems Analyst (Project Management)
430,David,Harris,david.harris.430@gslingacademy.com,male,False,33,IoT Engineer,Robotics_Automation_IoT,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,1 years,Freelance
431,Cheryl,Snyder,cheryl.snyder.431@gslingacademy.com,female,False,7,Mobile App Developer,Web Development_UI/UX Design,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,2 years,Startup
432,Nathan,Armstrong,nathan.armstrong.432@gslingacademy.com,male,False,18,Performance Tester,Software Testing_QA,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Bachelor's Degree,0 years,Research Scientist
433,Patrick,Ryan,patrick.ryan.433@gslingacademy.com,male,False,4,Product Manager,Business Systems Analysis_Product Management,Cybersecurity Tools_Cloud Platforms,Bachelor's Degree,1 years,Security Engineer
434,Christian,Wilkins,christian.wilkins.434@gslingacademy.com,male,False,10,FullStack Developer,Web Development_UI/UX Design,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,3 years,Database Architect
435,Clinton,Martin,clinton.martin.435@gslingacademy.com,male,True,22,Android Developer,Mobile App Development_Game Development,Robotics Automation_IoT Platforms,Bachelor's Degree,5 years,Robotics Engineer
436,Adriana,Sandoval,adriana.sandoval.436@gslingacademy.com,female,False,28,Data Analyst,Data Science_Machine Learning_Artificial Intelligence,Software Testing Tools_QA Frameworks,Associate's Degree,2 years,QA Automation Engineer
437,Jeremy,Harvey,jeremy.harvey.437@gslingacademy.com,male,False,2,Network Security Specialist,Cybersecurity_Cloud Computing,Business Systems Analysis_Product Management Tools,Bachelor's Degree,0 years,Business Analyst
438,Caitlin,Murillo,caitlin.murillo.438@gslingacademy.com,female,False,0,Database Developer,Database Management_Software Development,UX/UI Design Tools_Prototyping Tools,Master's Degree,4 years,UX/UI Lead
439,Andrew,Green,andrew.green.439@gslingacademy.com,male,False,24,Machine Learning Engineer,Robotics_Automation_IoT,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,6 years,Technical Writer
440,Rodney,Bennett,rodney.bennett.440@gslingacademy.com,male,False,15,Security Tester,Software Testing_QA,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,3 years,Mobile App Developer
441,Megan,Moyer,megan.moyer.441@gslingacademy.com,female,True,1,Frontend Developer,Web Development_UI/UX Design,Business Systems Analysis_Product Management Tools,Doctor of Law,4 years,Product Manager
442,Mathew,Burns,mathew.burns.442@gslingacademy.com,male,False,8,Android Developer,Mobile App Development_Game Development,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Doctor of Medicine,7 years,Data Scientist (Healthcare)
443,Tammie,Stanley,tammie.stanley.443@gslingacademy.com,female,False,9,Data Scientist,Data Science_Machine Learning_Artificial Intelligence,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,8 years,UI/UX Designer
444,James,Glover,james.glover.444@gslingacademy.com,male,False,33,Cybersecurity Specialist,Cybersecurity_Cloud Computing,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,8 years,Software Engineer (Backend)
445,Michelle,Reeves,michelle.reeves.445@gslingacademy.com,female,False,32,Database Designer,Database Management_Software Development,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,9 years,Game Developer
446,Rhonda,Hall,rhonda.hall.446@gslingacademy.com,female,True,4,Robotics Engineer,Robotics_Automation_IoT,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,3 years,Front-End Developer
447,Matthew,Kidd,matthew.kidd.447@gslingacademy.com,male,False,2,Software Tester,Software Testing_QA,Robotics Automation_IoT Platforms,Bachelor's Degree,3 years,Automation Engineer
448,Joseph,Stone,joseph.stone.448@gslingacademy.com,male,False,20,Business Systems Analyst,Business Systems Analysis_Product Management,Cybersecurity Tools_Cloud Platforms,Master's Degree,4 years,Cloud Security Architect
449,Jessica,Mendoza,jessica.mendoza.449@gslingacademy.com,female,False,21,UX Designer,User Experience Design_User Interface Design,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,2 years,Software Development Engineer in Test (SDET)
450,Susan,Brown,susan.brown.450@gslingacademy.com,female,False,29,Software Architect,Technical Writing_Software Architecture,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,1 years,Full Stack Developer
451,Lori,Ryan,lori.ryan.451@gslingacademy.com,female,False,13,iOS Developer,Mobile App Development_Game Development,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Bachelor's Degree,1 years,Data Analyst
452,Ryan,Cruz,ryan.cruz.452@gslingacademy.com,male,False,24,Product Manager,Business Systems Analysis_Product Management,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,2 years,Mobile Game Developer
453,Nicholas,Johnson,nicholas.johnson.453@gslingacademy.com,male,False,30,Machine Learning Engineer,Data Science_Machine Learning_Artificial Intelligence,Software Testing Tools_QA Frameworks,Bachelor's Degree,3 years,Software Tester
454,Joseph,Schmidt,joseph.schmidt.454@gslingacademy.com,male,False,25,UI Designer,User Experience Design_User Interface Design,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,5 years,Web Developer
455,Daniel,Brown,daniel.brown.455@gslingacademy.com,male,False,1,Database Developer,Database Management_Software Development,Business Systems Analysis_Product Management Tools,Bachelor's Degree,8 years,Business Systems Analyst
456,Harold,Vazquez,harold.vazquez.456@gslingacademy.com,male,False,27,Game Developer,Mobile App Development_Game Development,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,6 years,Interaction Designer
457,Lance,Parsons,lance.parsons.457@gslingacademy.com,male,False,4,Backend Developer,Web Development_UI/UX Design,Cybersecurity Tools_Cloud Platforms,Master's Degree,6 years,Penetration Tester
458,Jill,Mathews,jill.mathews.458@gslingacademy.com,female,False,32,Automation Engineer,Robotics_Automation_IoT,Technical Writing Tools_Software Documentation Tools,Master's Degree,5 years,Software Architect
459,Crystal,Nguyen,crystal.nguyen.459@gslingacademy.com,female,False,1,Cybersecurity Engineer,Cybersecurity_Cloud Computing,Robotics Automation_IoT Platforms,Bachelor's Degree,4 years,AI Engineer
460,Susan,Perez,susan.perez.460@gslingacademy.com,female,False,32,Technical Writer,Technical Writing_Software Architecture,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,2 years,Front-End Developer (React)
461,Brenda,Powers,brenda.powers.461@gslingacademy.com,female,False,4,Data Engineer,Database Management_Software Development,Software Testing Tools_QA Frameworks,Master's Degree,3 years,QA Lead
462,Samuel,Thompson,samuel.thompson.462@gslingacademy.com,male,False,28,Artificial Intelligence Engineer,Data Science_Machine Learning_Artificial Intelligence,Business Systems Analysis_Product Management Tools,Master's Degree,7 years,Business Systems Analyst (Project Management)
463,Taylor,Nelson,taylor.nelson.463@gslingacademy.com,female,False,32,Mobile App Tester,Mobile App Development_Game Development,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,1 years,Freelance
464,Kimberly,West,kimberly.west.464@gslingacademy.com,female,False,33,Automation Tester,Software Testing_QA,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,2 years,Startup
465,Brad,Lee,brad.lee.465@gslingacademy.com,male,True,4,FullStack Developer,Web Development_UI/UX Design,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Bachelor's Degree,0 years,Research Scientist
466,Clayton,Green,clayton.green.466@gslingacademy.com,male,False,31,Business Systems Analyst,Business Systems Analysis_Product Management,Cybersecurity Tools_Cloud Platforms,Bachelor's Degree,1 years,Security Engineer
467,Richard,Anderson,richard.anderson.467@gslingacademy.com,male,False,17,UI Designer,User Experience Design_User Interface Design,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,3 years,Database Architect
468,Antonio,Flores,antonio.flores.468@gslingacademy.com,male,False,23,Information Security Specialist,Cybersecurity_Cloud Computing,Robotics Automation_IoT Platforms,Bachelor's Degree,5 years,Robotics Engineer
469,Margaret,Mullins,margaret.mullins.469@gslingacademy.com,female,False,29,Software Architect,Technical Writing_Software Architecture,Software Testing Tools_QA Frameworks,Associate's Degree,2 years,QA Automation Engineer
470,Michael,Ball,michael.ball.470@gslingacademy.com,male,False,19,IoT Engineer,Robotics_Automation_IoT,Business Systems Analysis_Product Management Tools,Bachelor's Degree,0 years,Business Analyst
471,Allen,Booth,allen.booth.471@gslingacademy.com,male,True,26,Mobile App Developer,Web Development_UI/UX Design,UX/UI Design Tools_Prototyping Tools,Master's Degree,4 years,UX/UI Lead
472,Stephanie,Clark,stephanie.clark.472@gslingacademy.com,female,False,7,Performance Tester,Software Testing_QA,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,6 years,Technical Writer
473,Sharon,Nelson,sharon.nelson.473@gslingacademy.com,female,False,4,Product Manager,Business Systems Analysis_Product Management,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,3 years,Mobile App Developer
474,Marco,Clark,marco.clark.474@gslingacademy.com,male,False,22,FullStack Developer,Web Development_UI/UX Design,Business Systems Analysis_Product Management Tools,Doctor of Law,4 years,Product Manager
475,Victor,Smith,victor.smith.475@gslingacademy.com,male,True,4,Android Developer,Mobile App Development_Game Development,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Doctor of Medicine,7 years,Data Scientist (Healthcare)
476,Christina,Patterson,christina.patterson.476@gslingacademy.com,female,False,29,Data Analyst,Data Science_Machine Learning_Artificial Intelligence,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,8 years,UI/UX Designer
477,Jerry,Knight,jerry.knight.477@gslingacademy.com,male,False,21,Network Security Specialist,Cybersecurity_Cloud Computing,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,8 years,Software Engineer (Backend)
478,Madison,Jacobs,madison.jacobs.478@gslingacademy.com,female,False,5,Database Developer,Database Management_Software Development,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,9 years,Game Developer
479,Douglas,Watson,douglas.watson.479@gslingacademy.com,male,False,15,Machine Learning Engineer,Robotics_Automation_IoT,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,3 years,Front-End Developer
480,Manuel,Barrett,manuel.barrett.480@gslingacademy.com,male,False,10,Security Tester,Software Testing_QA,Robotics Automation_IoT Platforms,Bachelor's Degree,3 years,Automation Engineer
481,Janet,Martin,janet.martin.481@gslingacademy.com,female,True,2,Frontend Developer,Web Development_UI/UX Design,Cybersecurity Tools_Cloud Platforms,Master's Degree,4 years,Cloud Security Architect
482,Teresa,Flores,teresa.flores.482@gslingacademy.com,female,False,0,Android Developer,Mobile App Development_Game Development,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,2 years,Software Development Engineer in Test (SDET)
483,Anthony,Mullins,anthony.mullins.483@gslingacademy.com,male,False,3,Data Scientist,Data Science_Machine Learning_Artificial Intelligence,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,1 years,Full Stack Developer
484,Julie,Zamora,julie.zamora.484@gslingacademy.com,female,False,1,Cybersecurity Specialist,Cybersecurity_Cloud Computing,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Bachelor's Degree,1 years,Data Analyst
485,Maria,Nguyen,maria.nguyen.485@gslingacademy.com,female,False,26,Database Designer,Database Management_Software Development,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,2 years,Mobile Game Developer
486,Selena,Castro,selena.castro.486@gslingacademy.com,female,True,2,Robotics Engineer,Robotics_Automation_IoT,Software Testing Tools_QA Frameworks,Bachelor's Degree,3 years,Software Tester
487,Whitney,Miller,whitney.miller.487@gslingacademy.com,female,False,21,Software Tester,Software Testing_QA,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,5 years,Web Developer
488,Brenda,Mooney,brenda.mooney.488@gslingacademy.com,female,False,5,Business Systems Analyst,Business Systems Analysis_Product Management,Business Systems Analysis_Product Management Tools,Bachelor's Degree,8 years,Business Systems Analyst
489,Angela,Allen,angela.allen.489@gslingacademy.com,female,True,5,UX Designer,User Experience Design_User Interface Design,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,6 years,Interaction Designer
490,Erica,Cohen,erica.cohen.490@gslingacademy.com,female,False,0,Software Architect,Technical Writing_Software Architecture,Cybersecurity Tools_Cloud Platforms,Master's Degree,6 years,Penetration Tester
491,Kelly,Sanders,kelly.sanders.491@gslingacademy.com,female,False,10,iOS Developer,Mobile App Development_Game Development,Technical Writing Tools_Software Documentation Tools,Master's Degree,5 years,Software Architect
492,Michael,Clark,michael.clark.492@gslingacademy.com,male,False,2,Product Manager,Business Systems Analysis_Product Management,Robotics Automation_IoT Platforms,Bachelor's Degree,4 years,AI Engineer
493,Tammy,Fields,tammy.fields.493@gslingacademy.com,female,False,24,Machine Learning Engineer,Data Science_Machine Learning_Artificial Intelligence,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,2 years,Front-End Developer (React)
494,Steven,Pennington,steven.pennington.494@gslingacademy.com,male,False,46,UI Designer,User Experience Design_User Interface Design,Software Testing Tools_QA Frameworks,Master's Degree,3 years,QA Lead
495,Matthew,Chavez,matthew.chavez.495@gslingacademy.com,male,False,31,Database Developer,Database Management_Software Development,Business Systems Analysis_Product Management Tools,Master's Degree,7 years,Business Systems Analyst (Project Management)
496,Stephen,Gallagher,stephen.gallagher.496@gslingacademy.com,male,False,33,Game Developer,Mobile App Development_Game Development,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,1 years,Freelance
497,Victoria,Anderson,victoria.anderson.497@gslingacademy.com,female,False,26,Backend Developer,Web Development_UI/UX Design,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,2 years,Startup
498,Thomas,Schroeder,thomas.schroeder.498@gslingacademy.com,male,False,19,Automation Engineer,Robotics_Automation_IoT,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Bachelor's Degree,0 years,Research Scientist
499,Mark,Sanchez,mark.sanchez.499@gslingacademy.com,male,False,25,Cybersecurity Engineer,Cybersecurity_Cloud Computing,Cybersecurity Tools_Cloud Platforms,Bachelor's Degree,1 years,Security Engineer
500,Katelyn,Moses,katelyn.moses.500@gslingacademy.com,female,False,24,Technical Writer,Technical Writing_Software Architecture,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,3 years,Database Architect
501,Corey,Davis,corey.davis.501@gslingacademy.com,male,False,21,Data Engineer,Database Management_Software Development,Robotics Automation_IoT Platforms,Bachelor's Degree,5 years,Robotics Engineer
502,Susan,Klein,susan.klein.502@gslingacademy.com,female,True,0,Artificial Intelligence Engineer,Data Science_Machine Learning_Artificial Intelligence,Software Testing Tools_QA Frameworks,Associate's Degree,2 years,QA Automation Engineer
503,John,Martinez,john.martinez.503@gslingacademy.com,male,False,30,Mobile App Tester,Mobile App Development_Game Development,Business Systems Analysis_Product Management Tools,Bachelor's Degree,0 years,Business Analyst
504,Kendra,Robertson,kendra.robertson.504@gslingacademy.com,female,False,32,Automation Tester,Software Testing_QA,UX/UI Design Tools_Prototyping Tools,Master's Degree,4 years,UX/UI Lead
505,Tamara,Olson,tamara.olson.505@gslingacademy.com,female,False,15,FullStack Developer,Web Development_UI/UX Design,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,6 years,Technical Writer
506,Sara,Frazier,sara.frazier.506@gslingacademy.com,female,False,15,Business Systems Analyst,Business Systems Analysis_Product Management,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,3 years,Mobile App Developer
507,Morgan,Moore,morgan.moore.507@gslingacademy.com,female,False,4,UI Designer,User Experience Design_User Interface Design,Business Systems Analysis_Product Management Tools,Doctor of Law,4 years,Product Manager
508,Eric,Snyder,eric.snyder.508@gslingacademy.com,male,False,27,Information Security Specialist,Cybersecurity_Cloud Computing,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Doctor of Medicine,7 years,Data Scientist (Healthcare)
509,Paul,Hale,paul.hale.509@gslingacademy.com,male,False,33,Software Architect,Technical Writing_Software Architecture,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,8 years,UI/UX Designer
510,Dale,Martinez,dale.martinez.510@gslingacademy.com,male,False,25,IoT Engineer,Robotics_Automation_IoT,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,8 years,Software Engineer (Backend)
511,Sandra,Prince,sandra.prince.511@gslingacademy.com,female,False,29,Mobile App Developer,Web Development_UI/UX Design,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,9 years,Game Developer
512,Dawn,Poole,dawn.poole.512@gslingacademy.com,female,False,13,Performance Tester,Software Testing_QA,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,3 years,Front-End Developer
513,Emily,Jordan,emily.jordan.513@gslingacademy.com,female,False,49,Product Manager,Business Systems Analysis_Product Management,Robotics Automation_IoT Platforms,Bachelor's Degree,3 years,Automation Engineer
514,John,Owen,john.owen.514@gslingacademy.com,male,False,34,FullStack Developer,Web Development_UI/UX Design,Cybersecurity Tools_Cloud Platforms,Master's Degree,4 years,Cloud Security Architect
515,Andrew,Best,andrew.best.515@gslingacademy.com,male,True,28,Android Developer,Mobile App Development_Game Development,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,2 years,Software Development Engineer in Test (SDET)
516,Holly,Burns,holly.burns.516@gslingacademy.com,female,False,44,Data Analyst,Data Science_Machine Learning_Artificial Intelligence,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,1 years,Full Stack Developer
517,Alicia,Rodriguez,alicia.rodriguez.517@gslingacademy.com,female,False,14,Network Security Specialist,Cybersecurity_Cloud Computing,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Bachelor's Degree,1 years,Data Analyst
518,Erin,Ray,erin.ray.518@gslingacademy.com,female,False,1,Database Developer,Database Management_Software Development,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,2 years,Mobile Game Developer
519,Todd,Griffith,todd.griffith.519@gslingacademy.com,male,False,22,Machine Learning Engineer,Robotics_Automation_IoT,Software Testing Tools_QA Frameworks,Bachelor's Degree,3 years,Software Tester
520,Melinda,Payne,melinda.payne.520@gslingacademy.com,female,False,11,Security Tester,Software Testing_QA,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,5 years,Web Developer
521,Cynthia,Williams,cynthia.williams.521@gslingacademy.com,female,False,2,Frontend Developer,Web Development_UI/UX Design,Business Systems Analysis_Product Management Tools,Bachelor's Degree,8 years,Business Systems Analyst
522,Jenny,Washington,jenny.washington.522@gslingacademy.com,female,False,3,Android Developer,Mobile App Development_Game Development,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,6 years,Interaction Designer
523,Angela,Joyce,angela.joyce.523@gslingacademy.com,female,False,28,Data Scientist,Data Science_Machine Learning_Artificial Intelligence,Cybersecurity Tools_Cloud Platforms,Master's Degree,6 years,Penetration Tester
524,William,Alvarado,william.alvarado.524@gslingacademy.com,male,True,0,Cybersecurity Specialist,Cybersecurity_Cloud Computing,Technical Writing Tools_Software Documentation Tools,Master's Degree,5 years,Software Architect
525,Michael,Mercer,michael.mercer.525@gslingacademy.com,male,False,22,Database Designer,Database Management_Software Development,Robotics Automation_IoT Platforms,Bachelor's Degree,4 years,AI Engineer
526,Erin,Miller,erin.miller.526@gslingacademy.com,female,True,3,Robotics Engineer,Robotics_Automation_IoT,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,2 years,Front-End Developer (React)
527,Robert,Heath,robert.heath.527@gslingacademy.com,male,False,25,Software Tester,Software Testing_QA,Software Testing Tools_QA Frameworks,Master's Degree,3 years,QA Lead
528,Deborah,Rojas,deborah.rojas.528@gslingacademy.com,female,False,1,Business Systems Analyst,Business Systems Analysis_Product Management,Business Systems Analysis_Product Management Tools,Master's Degree,7 years,Business Systems Analyst (Project Management)
529,Diana,Jones,diana.jones.529@gslingacademy.com,female,False,37,UX Designer,User Experience Design_User Interface Design,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,1 years,Freelance
530,Meredith,Clark,meredith.clark.530@gslingacademy.com,female,False,28,Software Architect,Technical Writing_Software Architecture,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,2 years,Startup
531,Christina,Garrett,christina.garrett.531@gslingacademy.com,female,False,30,iOS Developer,Mobile App Development_Game Development,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Bachelor's Degree,0 years,Research Scientist
532,Daniel,Jackson,daniel.jackson.532@gslingacademy.com,male,False,19,Product Manager,Business Systems Analysis_Product Management,Cybersecurity Tools_Cloud Platforms,Bachelor's Degree,1 years,Security Engineer
533,Bradley,Robinson,bradley.robinson.533@gslingacademy.com,male,True,2,Machine Learning Engineer,Data Science_Machine Learning_Artificial Intelligence,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,3 years,Database Architect
534,Phyllis,Schneider,phyllis.schneider.534@gslingacademy.com,female,True,26,UI Designer,User Experience Design_User Interface Design,Robotics Automation_IoT Platforms,Bachelor's Degree,5 years,Robotics Engineer
535,Thomas,Clark,thomas.clark.535@gslingacademy.com,male,False,0,Database Developer,Database Management_Software Development,Software Testing Tools_QA Frameworks,Associate's Degree,2 years,QA Automation Engineer
536,Gregory,Gonzalez,gregory.gonzalez.536@gslingacademy.com,male,False,5,Game Developer,Mobile App Development_Game Development,Business Systems Analysis_Product Management Tools,Bachelor's Degree,0 years,Business Analyst
537,Michelle,Roth,michelle.roth.537@gslingacademy.com,female,False,17,Backend Developer,Web Development_UI/UX Design,UX/UI Design Tools_Prototyping Tools,Master's Degree,4 years,UX/UI Lead
538,Christopher,Murphy,christopher.murphy.538@gslingacademy.com,male,False,26,Automation Engineer,Robotics_Automation_IoT,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,6 years,Technical Writer
539,Mark,Davis,mark.davis.539@gslingacademy.com,male,False,32,Cybersecurity Engineer,Cybersecurity_Cloud Computing,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,3 years,Mobile App Developer
540,Lauren,Harrington,lauren.harrington.540@gslingacademy.com,female,False,16,Technical Writer,Technical Writing_Software Architecture,Business Systems Analysis_Product Management Tools,Doctor of Law,4 years,Product Manager
541,Michelle,Owens,michelle.owens.541@gslingacademy.com,female,True,2,Data Engineer,Database Management_Software Development,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Doctor of Medicine,7 years,Data Scientist (Healthcare)
542,Scott,Weaver,scott.weaver.542@gslingacademy.com,male,False,35,Artificial Intelligence Engineer,Data Science_Machine Learning_Artificial Intelligence,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,8 years,UI/UX Designer
